axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note,law,law_note,pred_cpu_s,pred_rss_mb,decides
MathExtras.RS62.theta_log_1187._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1187,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1678,41357,498,"24-term series, ~1654 halving steps, argument ~498 decimal digits",log_enclose_full,exact,3.0013110567306858,130.44810012007488,1
MathExtras.RS62.theta_log_1193._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1193,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1688,168091,501,"100-term series, ~1664 halving steps, argument ~501 decimal digits",log_enclose_full,exact,3.0252689417325414,130.84331818877283,1
MathExtras.RS62.theta_log_1201._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1201,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1698,210953,504,"125-term series, ~1674 halving steps, argument ~504 decimal digits",log_enclose_full,exact,3.049278514888816,131.23736341432573,1
MathExtras.RS62.theta_log_1213._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1213,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1708,170104,507,"100-term series, ~1684 halving steps, argument ~507 decimal digits",log_enclose_full,exact,3.073339579049834,131.63024622756302,1
MathExtras.RS62.theta_log_1217._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1217,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1718,42354,510,"24-term series, ~1694 halving steps, argument ~510 decimal digits",log_enclose_full,exact,3.0974519389812682,132.02197690546274,1
MathExtras.RS62.theta_log_1223._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1223,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1728,42603,513,"24-term series, ~1704 halving steps, argument ~513 decimal digits",log_enclose_full,exact,3.121615401334369,132.41256557431092,1
MathExtras.RS62.theta_log_1229._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1229,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1738,173124,516,"100-term series, ~1714 halving steps, argument ~516 decimal digits",log_enclose_full,exact,3.1458297746168196,132.80202221277844,1
MathExtras.RS62.theta_log_1231._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1231,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1748,43101,519,"24-term series, ~1724 halving steps, argument ~519 decimal digits",log_enclose_full,exact,3.1700948691642066,133.19035665491742,1
MathExtras.RS62.theta_log_1237._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1237,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1758,43350,522,"24-term series, ~1734 halving steps, argument ~522 decimal digits",log_enclose_full,exact,3.1944104971121012,133.57757859307972,1
MathExtras.RS62.theta_log_1249._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1249,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1771,43682,526,"24-term series, ~1747 halving steps, argument ~526 decimal digits",log_enclose_full,exact,3.2269096204997045,134.09216044144836,1
MathExtras.RS62.theta_log_1259._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1259,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1781,177485,529,"100-term series, ~1757 halving steps, argument ~529 decimal digits",log_enclose_full,exact,3.251342439038934,134.47682345465768,1
MathExtras.RS62.theta_log_1277._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1277,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1791,44181,532,"24-term series, ~1767 halving steps, argument ~532 decimal digits",log_enclose_full,exact,3.275825177416977,134.8604052843042,1
MathExtras.RS62.theta_log_1279._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1279,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1801,44430,535,"24-term series, ~1777 halving steps, argument ~535 decimal digits",log_enclose_full,exact,3.3003576552605933,135.24291504064163,1
MathExtras.RS62.theta_log_1283._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1283,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1811,44679,538,"24-term series, ~1787 halving steps, argument ~538 decimal digits",log_enclose_full,exact,3.324939693857102,135.62436170657327,1
MathExtras.RS62.theta_log_1289._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1289,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1821,91654,541,"50-term series, ~1797 halving steps, argument ~541 decimal digits",log_enclose_full,exact,3.349571116129908,136.00475414013152,1
MathExtras.RS62.theta_log_1291._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1291,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1831,45177,544,"24-term series, ~1807 halving steps, argument ~544 decimal digits",log_enclose_full,exact,3.374251746614526,136.3841010768956,1
MathExtras.RS62.theta_log_1297._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1297,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1841,45426,547,"24-term series, ~1817 halving steps, argument ~547 decimal digits",log_enclose_full,exact,3.3989814114350843,136.7624111323494,1
MathExtras.RS62.theta_log_1301._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1301,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1851,45676,550,"24-term series, ~1827 halving steps, argument ~550 decimal digits",log_enclose_full,exact,3.4237599382812993,137.13969280418124,1
MathExtras.RS62.theta_log_1303._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1303,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1864,231881,554,"125-term series, ~1840 halving steps, argument ~554 decimal digits",log_enclose_full,exact,3.4568736867379073,137.64114979670745,1
MathExtras.RS62.theta_log_1307._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1307,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1874,46257,557,"24-term series, ~1850 halving steps, argument ~557 decimal digits",log_enclose_full,exact,3.481765563508,138.0160643083232,1
MathExtras.RS62.theta_log_1319._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1319,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1884,187886,560,"100-term series, ~1860 halving steps, argument ~560 decimal digits",log_enclose_full,exact,3.5067057389567298,138.3899779395979,1
MathExtras.RS62.theta_log_1321._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1321,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1894,235648,563,"125-term series, ~1870 halving steps, argument ~563 decimal digits",log_enclose_full,exact,3.531694047302892,138.7628987030073,1
MathExtras.RS62.theta_log_1327._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1327,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1904,47004,566,"24-term series, ~1880 halving steps, argument ~566 decimal digits",log_enclose_full,exact,3.5567303242155237,139.13483450458543,1
MathExtras.RS62.theta_log_1361._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1361,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1914,238160,569,"125-term series, ~1890 halving steps, argument ~569 decimal digits",log_enclose_full,exact,3.581814406793587,139.5057931458949,1
MathExtras.RS62.theta_log_1367._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1367,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1924,47503,572,"24-term series, ~1900 halving steps, argument ~572 decimal digits",log_enclose_full,exact,3.6069461335460478,139.87578232594987,1
MathExtras.RS62.theta_log_1373._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1373,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1934,47752,575,"24-term series, ~1910 halving steps, argument ~575 decimal digits",log_enclose_full,exact,3.6321253443723336,140.24480964309453,1
MathExtras.RS62.theta_log_1381._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1381,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1947,48084,579,"24-term series, ~1923 halving steps, argument ~579 decimal digits",log_enclose_full,exact,3.6657712154371365,140.7353627828611,1
MathExtras.RS62.theta_log_1399._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1399,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1957,243601,582,"125-term series, ~1933 halving steps, argument ~582 decimal digits",log_enclose_full,exact,3.6910606074900927,141.10217475048884,1
MathExtras.RS62.theta_log_1409._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1409,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1967,48582,585,"24-term series, ~1943 halving steps, argument ~585 decimal digits",log_enclose_full,exact,3.7163969597470645,141.46804947918773,1
MathExtras.RS62.theta_log_283._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_283,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",415,9799,118,"24-term series, ~391 halving steps, argument ~118 decimal digits",log_enclose_full,exact,0.4922534926464465,63.162988294051026,1
MathExtras.RS62.theta_log_293._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_293,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",425,10048,121,"24-term series, ~401 halving steps, argument ~121 decimal digits",log_enclose_full,exact,0.5065715530812045,63.96677816877515,1
MathExtras.RS62.theta_log_307._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_307,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",432,41267,123,"100-term series, ~408 halving steps, argument ~123 decimal digits",log_enclose_full,exact,0.5161883553180588,64.49715377753323,1
MathExtras.RS62.theta_log_311._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_311,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",442,10463,126,"24-term series, ~418 halving steps, argument ~126 decimal digits",log_enclose_full,exact,0.5307192127392237,65.2847554954474,1
MathExtras.RS62.theta_log_313._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_313,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",449,53575,128,"125-term series, ~425 halving steps, argument ~128 decimal digits",log_enclose_full,exact,0.5404760470215354,65.804662318336,1
MathExtras.RS62.theta_log_317._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_317,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",459,10879,131,"24-term series, ~435 halving steps, argument ~131 decimal digits",log_enclose_full,exact,0.5552142985384386,66.57702056635448,1
MathExtras.RS62.theta_log_331._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_331,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",465,11045,133,"24-term series, ~441 halving steps, argument ~133 decimal digits",log_enclose_full,exact,0.5651076787828728,67.08705780080975,1
MathExtras.RS62.theta_log_337._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_337,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",475,11294,136,"24-term series, ~451 halving steps, argument ~136 decimal digits",log_enclose_full,exact,0.5800482596542511,67.84502873744556,1
MathExtras.RS62.theta_log_347._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_347,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",482,11460,138,"24-term series, ~458 halving steps, argument ~138 decimal digits",log_enclose_full,exact,0.5900749138591317,68.34574046849794,1
MathExtras.RS62.theta_log_349._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_349,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",492,59016,141,"125-term series, ~468 halving steps, argument ~141 decimal digits",log_enclose_full,exact,0.605213064671408,69.0901029240249,1
MathExtras.RS62.theta_log_353._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_353,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",499,11875,143,"24-term series, ~475 halving steps, argument ~143 decimal digits",log_enclose_full,exact,0.615369914514418,69.58198497217943,1
MathExtras.RS62.theta_log_359._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_359,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",508,12124,146,"24-term series, ~484 halving steps, argument ~146 decimal digits",log_enclose_full,exact,0.6307011525974392,70.31344989000925,1
MathExtras.RS62.theta_log_367._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_367,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",518,12374,149,"24-term series, ~494 halving steps, argument ~149 decimal digits",log_enclose_full,exact,0.6461461970251774,71.03749233237593,1
MathExtras.RS62.theta_log_373._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_373,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",525,12540,151,"24-term series, ~501 halving steps, argument ~151 decimal digits",log_enclose_full,exact,0.6565053900277982,71.51617404789728,1
MathExtras.RS62.theta_log_379._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_379,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",535,26090,154,"50-term series, ~511 halving steps, argument ~154 decimal digits",log_enclose_full,exact,0.6721368637726962,72.22833480087678,1
MathExtras.RS62.theta_log_383._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_383,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",542,12955,156,"24-term series, ~518 halving steps, argument ~156 decimal digits",log_enclose_full,exact,0.682619033510584,72.6992892192385,1
MathExtras.RS62.theta_log_389._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_389,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",552,66550,159,"125-term series, ~528 halving steps, argument ~159 decimal digits",log_enclose_full,exact,0.6984330636976893,73.40013734548295,1
